task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
mbpp_248,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,3.746,27.992,42.587,51.613,16.807,62.745,81.005,89.842,5.000,2.000,73.419,38.039,3.200,121.725,3.000,0.000,1.000,3.282,25
mbpp_249,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,2.923,33.978,54.543,52.941,39.227,86.275,88.522,92.108,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,5.401,29
mbpp_250,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.141,24.555,37.702,50.000,11.539,40.000,82.589,90.940,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,2.941,19
mbpp_251,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,5.974,18.657,48.170,38.462,12.979,47.619,82.953,88.400,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,16.435,20
mbpp_252,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.804,36.442,57.047,72.727,32.765,78.788,88.724,92.953,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.001,25
mbpp_253,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.162,30.843,54.458,37.500,11.676,64.151,82.996,90.378,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,2.214,23
mbpp_254,mbpp,fail,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,4.235,22.740,37.701,31.250,20.169,56.000,78.136,85.447,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,8.267,35
mbpp_255,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.273,26.403,42.647,43.750,33.109,82.051,84.663,90.578,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.852,27
mbpp_256,mbpp,pass,0,,0,,0,13.000,3.000,62.442,68.532,3.333,228.441,14.000,0.000,3.000,1.787,43.683,61.613,52.500,38.724,57.600,83.889,94.641,11.000,6.000,65.269,39.863,2.667,106.302,9.000,0.000,1.000,2.195,97
mbpp_257,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.922,33.554,54.425,63.636,13.129,61.538,89.483,90.076,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.358,18
mbpp_258,mbpp,pass,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,1.000,2.963,20.460,26.444,40.000,10.751,61.818,82.373,90.311,3.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,3.000,3.646,28
mbpp_259,mbpp,fail,0,,0,,0,5.000,1.000,100.000,4.755,0.500,2.377,0.000,60.000,1.000,2.836,5.915,29.632,13.636,13.473,58.586,74.169,85.368,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.066,97
mbpp_260,mbpp,fail,0,,0,,0,16.000,4.000,59.315,96.000,3.636,349.091,17.000,0.000,3.000,1.827,17.270,44.481,36.111,17.715,46.774,72.860,82.600,4.000,3.000,73.139,79.954,3.889,310.934,3.000,0.000,1.000,3.137,108
mbpp_261,mbpp,pass,0,,0,,0,3.000,2.000,100.000,13.932,1.333,18.575,2.000,33.333,2.000,4.138,13.077,40.709,18.182,18.598,65.753,81.819,88.171,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,4.122,60
mbpp_262,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.461,36.947,55.957,45.455,52.682,100.000,89.189,96.270,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.297,22
mbpp_263,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,2.285,17.096,38.876,38.095,16.194,51.429,85.553,88.304,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.809,25
mbpp_264,mbpp,pass,1,magic_number,1,magic_number,0,5.000,2.000,72.475,51.891,2.857,148.261,2.000,0.000,0.000,4.783,21.422,32.694,38.462,18.137,65.753,85.868,87.578,8.000,3.000,67.128,66.608,3.750,249.780,3.000,0.000,1.000,5.054,51
mbpp_265,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.901,50.366,59.043,64.286,57.110,100.000,91.537,97.015,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.338,26
mbpp_266,mbpp,pass,0,,0,,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,19.839,25.543,55.197,40.000,13.394,62.500,85.872,91.015,3.000,1.000,81.901,12.000,0.667,8.000,0.000,0.000,0.000,22.544,24
mbpp_267,mbpp,pass,0,,0,,0,2.000,2.000,85.154,13.932,1.333,18.575,0.000,0.000,2.000,4.946,32.585,55.701,42.857,29.410,62.963,84.371,92.674,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,1.000,11.217,31
mbpp_268,mbpp,fail,0,,0,,0,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,1.000,4.148,45.537,70.117,80.000,40.208,64.000,91.801,93.661,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,11.188,36
mbpp_269,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.035,34.558,70.257,62.500,27.352,80.000,93.218,94.908,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,9.254,15
mbpp_270,mbpp,pass,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,2.000,3.303,65.874,74.156,79.245,25.057,64.368,89.064,92.283,7.000,3.000,70.972,28.529,1.500,42.794,3.000,0.000,1.000,3.042,44
mbpp_271,mbpp,pass,0,,0,,0,2.000,2.000,82.974,28.529,1.500,42.794,0.000,0.000,2.000,7.046,29.136,49.476,59.091,10.575,44.186,84.293,90.676,6.000,2.000,69.616,75.284,1.400,105.398,1.000,0.000,1.000,3.131,36
mbpp_272,mbpp,pass,0,,0,,0,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,0.000,7.885,23.225,39.670,46.154,26.174,82.927,87.516,91.835,3.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,0.000,8.218,22
mbpp_273,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,2.965,11.842,39.596,21.622,14.729,65.574,87.318,90.684,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,3.671,33
mbpp_274,mbpp,fail,0,,0,,0,2.000,1.000,85.289,13.932,1.333,18.575,0.000,0.000,0.000,15.533,70.255,74.917,90.909,32.755,85.714,91.700,95.328,3.000,1.000,81.447,13.932,1.333,18.575,0.000,0.000,0.000,16.327,26
mbpp_275,mbpp,fail,0,,0,,0,5.000,2.000,74.053,30.881,2.625,81.062,2.000,0.000,0.000,3.754,2.111,18.916,27.692,9.633,32.624,75.114,88.939,10.000,4.000,63.010,123.190,5.250,646.747,4.000,0.000,1.000,3.085,38
mbpp_276,mbpp,fail,0,,0,,0,2.000,1.000,83.276,27.000,1.000,27.000,0.000,0.000,0.000,5.183,22.450,49.877,33.333,17.441,66.667,88.227,92.004,3.000,1.000,79.888,23.265,0.600,13.959,0.000,0.000,0.000,5.276,31
mbpp_277,mbpp,fail,0,,0,,0,2.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,1.000,2.481,26.769,44.624,50.000,32.863,85.714,89.844,92.112,3.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,1.000,6.890,31
mbpp_278,mbpp,pass,0,,0,,0,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,1.000,2.926,36.682,56.369,70.000,33.633,75.862,88.195,94.287,5.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,5.144,44
mbpp_279,mbpp,fail,0,,0,,0,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,11.702,56.029,78.622,81.818,35.326,68.293,90.655,94.155,2.000,1.000,82.402,36.000,1.333,48.000,0.000,0.000,0.000,15.235,28
mbpp_280,mbpp,pass,0,,0,,0,5.000,3.000,76.893,11.610,1.000,11.610,3.000,0.000,2.000,2.243,12.610,27.791,28.000,12.378,60.606,76.624,91.973,9.000,4.000,66.642,51.806,2.812,145.705,5.000,0.000,1.000,1.729,41
mbpp_281,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,2.866,23.619,38.682,44.444,39.647,81.818,84.484,91.736,4.000,2.000,81.856,4.755,0.500,2.377,1.000,0.000,2.000,2.747,20
mbpp_282,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,2.311,50.313,51.117,56.250,41.733,80.702,90.172,94.212,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,3.029,33
mbpp_283,mbpp,fail,0,,0,,0,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,3.000,5.738,8.318,22.117,27.273,5.912,25.581,69.189,83.938,11.000,5.000,64.601,51.891,4.167,216.214,9.000,0.000,1.000,2.897,30
mbpp_284,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,5.608,18.095,34.123,40.000,24.020,85.106,89.438,91.863,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,1.000,6.492,23
mbpp_285,mbpp,pass,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.476,76.273,90.621,90.196,62.729,100.000,92.400,96.436,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,5.755,50
mbpp_286,mbpp,fail,0,,0,,0,11.000,3.000,94.348,41.513,2.286,94.887,2.000,45.455,3.000,2.888,13.041,29.318,18.889,16.872,42.553,71.549,82.645,10.000,4.000,65.053,62.907,3.438,216.244,5.000,0.000,1.000,1.953,183
mbpp_287,mbpp,pass,0,,0,,0,2.000,2.000,83.142,27.000,1.800,48.600,0.000,0.000,2.000,4.872,41.239,54.048,58.065,33.376,66.667,87.402,92.370,2.000,1.000,80.062,77.709,2.100,163.189,0.000,0.000,1.000,6.369,33
mbpp_288,mbpp,fail,0,,0,,0,5.000,2.000,77.028,11.610,1.000,11.610,1.000,0.000,3.000,2.703,26.924,36.386,61.818,22.262,54.717,83.878,86.703,6.000,3.000,71.291,41.513,2.286,94.887,3.000,0.000,1.000,3.441,50
mbpp_289,mbpp,fail,0,,0,,0,5.000,4.000,99.492,98.099,3.333,326.997,4.000,60.000,0.000,2.948,8.263,20.699,21.951,7.510,18.898,69.004,85.451,14.000,3.000,59.681,134.886,6.000,809.318,2.000,0.000,0.000,4.198,103
mbpp_290,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.976,15.010,34.219,38.095,24.197,67.606,83.548,90.016,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.188,28
mbpp_291,mbpp,fail,0,,0,,0,15.000,4.000,59.030,128.927,4.000,515.710,5.000,0.000,1.000,2.359,32.834,34.116,48.421,21.545,52.683,78.189,83.153,9.000,2.000,64.291,122.624,3.077,377.304,1.000,0.000,1.000,2.607,121
mbpp_292,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.217,12.250,40.304,37.500,24.418,75.862,83.289,91.991,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,8.905,17
mbpp_293,mbpp,pass,0,,0,,0,3.000,1.000,79.637,25.266,1.200,30.319,0.000,0.000,1.000,5.752,29.455,65.690,46.667,27.546,70.175,85.566,93.107,4.000,1.000,77.163,23.265,1.500,34.897,0.000,0.000,1.000,6.453,29
mbpp_294,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.750,8.369,24.150,38.462,7.473,47.368,81.880,91.799,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.154,15
mbpp_295,mbpp,fail,0,,0,,0,6.000,3.000,71.557,38.039,2.000,76.078,3.000,0.000,1.000,1.819,26.847,29.682,55.814,24.762,80.488,83.953,93.717,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,3.000,2.092,47
mbpp_296,mbpp,pass,0,,0,,0,7.000,4.000,71.206,25.266,1.200,30.319,6.000,0.000,1.000,2.167,91.318,94.011,100.000,71.751,100.000,95.630,97.066,7.000,4.000,71.206,25.266,1.200,30.319,6.000,0.000,1.000,2.184,61
mbpp_297,mbpp,pass,0,,0,,0,8.000,3.000,100.000,0.000,0.000,0.000,5.000,0.000,4.000,1.473,11.070,35.313,37.975,23.976,61.429,77.418,91.911,13.000,6.000,70.244,2.000,0.500,1.000,10.000,0.000,5.000,2.323,50
mbpp_298,mbpp,fail,1,inefficient_loop,1,inefficient_loop,0,6.000,4.000,77.746,4.755,0.500,2.377,3.000,0.000,2.000,2.210,26.871,58.483,55.319,31.976,73.973,87.007,91.668,3.000,4.000,84.313,4.755,0.500,2.377,0.000,0.000,0.000,3.568,48
mbpp_299,mbpp,fail,0,,0,,0,6.000,3.000,100.000,4.755,0.500,2.377,3.000,50.000,0.000,3.014,8.871,28.122,21.687,14.433,51.613,71.350,88.111,6.000,2.000,76.555,4.755,0.500,2.377,1.000,0.000,3.000,3.495,98
mbpp_300,mbpp,fail,0,,0,,0,2.000,1.000,86.574,68.532,3.333,228.441,0.000,200.000,0.000,6.064,11.827,26.650,19.802,5.571,28.916,70.985,82.826,7.000,2.000,68.059,77.709,3.111,241.762,1.000,0.000,1.000,3.681,128
mbpp_301,mbpp,fail,0,,0,,0,5.000,3.000,79.608,4.755,0.500,2.377,3.000,0.000,4.000,2.157,64.048,75.369,81.818,53.910,88.571,91.596,95.354,4.000,3.000,81.722,4.755,0.500,2.377,3.000,0.000,4.000,2.573,41
mbpp_302,mbpp,fail,0,,0,,0,6.000,3.000,100.000,38.039,2.000,76.078,3.000,66.667,1.000,3.086,17.386,28.773,33.735,17.525,45.161,72.281,89.013,9.000,3.000,66.340,59.795,6.000,358.768,2.000,0.000,1.000,3.170,103
mbpp_303,mbpp,fail,0,,0,,0,4.000,7.000,100.000,79.954,3.889,310.934,0.000,50.000,2.000,1.986,12.253,27.755,29.126,20.751,54.878,74.123,88.074,8.000,3.000,69.096,34.869,1.750,61.021,3.000,0.000,2.000,3.819,121
mbpp_304,mbpp,fail,0,,0,,0,28.000,10.000,71.761,305.000,7.826,2386.957,13.000,17.857,3.000,1.995,4.701,28.185,15.166,26.218,24.691,70.771,87.831,10.000,5.000,64.135,81.410,6.000,488.458,8.000,0.000,1.000,3.463,310
mbpp_305,mbpp,fail,0,,0,,0,4.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,4.459,18.225,44.343,46.154,22.137,79.245,82.041,92.168,6.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,5.938,29
mbpp_306,mbpp,fail,0,,0,,0,9.000,5.000,64.025,117.207,3.636,426.206,7.000,0.000,2.000,1.629,36.469,46.877,57.831,33.533,50.847,85.686,83.482,18.000,10.000,56.173,171.300,3.059,523.978,17.000,0.000,1.000,1.799,131
mbpp_307,mbpp,fail,0,,0,,0,2.000,1.000,79.637,25.266,0.500,12.633,0.000,0.000,0.000,5.636,11.864,27.329,22.857,16.233,50.794,79.823,87.365,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.624,33
mbpp_308,mbpp,fail,1,inefficient_loop,1,inefficient_loop,0,7.000,2.000,100.000,4.755,0.500,2.377,1.000,57.143,3.000,2.248,8.719,35.051,23.810,22.713,37.113,73.986,87.761,3.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,1.000,3.357,107
mbpp_309,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.071,38.177,49.039,70.000,20.136,70.968,85.622,90.630,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,0.000,2.773,18
mbpp_310,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.504,19.740,38.532,38.462,7.913,47.368,84.736,92.242,3.000,3.000,87.081,2.000,0.500,1.000,0.000,0.000,2.000,4.260,16
mbpp_311,mbpp,fail,0,,0,,0,3.000,1.000,100.000,20.680,2.500,51.699,0.000,66.667,0.000,6.009,15.031,32.765,38.710,6.655,36.957,78.461,89.732,9.000,4.000,63.716,97.672,5.333,520.919,4.000,0.000,0.000,5.013,48
mbpp_312,mbpp,fail,0,,0,,0,3.000,1.000,78.127,41.513,1.500,62.270,0.000,0.000,0.000,4.553,32.472,53.613,43.750,22.401,65.574,87.829,92.584,4.000,1.000,74.723,51.891,1.111,57.657,0.000,0.000,0.000,4.497,33
mbpp_313,mbpp,fail,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,5.740,32.579,56.294,69.231,36.044,66.667,86.064,92.004,4.000,3.000,81.722,4.755,0.500,2.377,3.000,0.000,0.000,7.220,25
mbpp_314,mbpp,fail,0,,0,,0,7.000,2.000,100.000,4.755,0.500,2.377,1.000,57.143,2.000,2.862,23.315,35.984,34.532,16.138,42.581,73.631,84.319,8.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,2.000,3.008,140
mbpp_315,mbpp,fail,0,,0,,0,7.000,5.000,67.723,76.000,3.600,273.600,5.000,0.000,2.000,2.662,10.122,21.670,25.243,13.505,46.445,73.488,89.176,23.000,8.000,52.775,195.405,6.923,1352.802,15.000,0.000,1.000,1.906,73
mbpp_316,mbpp,pass,0,,0,,0,13.000,4.000,76.535,118.536,6.650,788.267,5.000,7.692,1.000,1.899,57.554,72.081,72.340,69.170,88.235,89.212,95.005,13.000,4.000,60.641,118.536,6.650,788.267,5.000,0.000,1.000,1.728,115
mbpp_317,mbpp,fail,0,,0,,0,13.000,4.000,62.253,69.760,4.667,325.549,8.000,0.000,3.000,1.950,9.373,29.017,17.722,20.388,38.217,72.036,89.692,6.000,2.000,75.290,4.755,0.500,2.377,4.000,0.000,4.000,4.749,97
mbpp_318,mbpp,fail,0,,0,,0,3.000,1.000,100.000,13.932,0.500,6.966,0.000,66.667,1.000,3.694,9.098,24.813,16.129,5.218,22.222,72.213,87.124,9.000,3.000,67.037,47.549,1.429,67.927,3.000,0.000,2.000,3.123,57
mbpp_319,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.993,66.178,82.996,100.000,71.213,100.000,96.428,97.278,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.147,30
mbpp_320,mbpp,fail,0,,0,,0,2.000,1.000,78.268,140.182,3.929,550.713,0.000,0.000,0.000,3.171,24.576,18.898,37.209,6.880,44.444,77.643,86.162,8.000,2.000,67.467,62.270,3.429,213.496,1.000,0.000,1.000,2.318,51
mbpp_321,mbpp,fail,0,,0,,0,7.000,3.000,97.837,62.270,2.250,140.107,3.000,57.143,4.000,2.740,11.124,31.274,27.451,19.179,55.172,73.393,83.285,8.000,3.000,68.531,42.000,2.700,113.400,2.000,0.000,3.000,2.795,123
mbpp_322,mbpp,pass,0,,0,,0,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,2.000,2.778,46.628,55.955,63.636,34.449,90.411,91.022,95.820,4.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,2.000,3.078,35
mbpp_323,mbpp,fail,0,,0,,3,12.000,4.000,89.984,146.946,3.333,489.819,5.000,58.333,2.000,2.851,9.880,20.236,19.512,14.074,38.567,70.866,79.184,22.000,15.000,51.585,391.120,8.276,3236.853,23.000,0.000,2.000,2.097,295
mbpp_324,mbpp,fail,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,3.000,4.530,15.110,37.327,42.553,10.099,53.012,81.664,89.318,9.000,3.000,68.960,25.266,1.200,30.319,4.000,0.000,1.000,2.965,37
mbpp_325,mbpp,pass,1,magic_number,1,magic_number,0,9.000,4.000,93.638,108.000,4.091,441.818,4.000,55.556,3.000,2.698,20.810,39.424,32.787,20.957,60.571,75.704,89.895,11.000,4.000,64.182,62.270,5.000,311.349,6.000,0.000,3.000,3.315,152
mbpp_326,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.654,6.991,31.469,20.000,13.060,33.766,72.940,87.779,8.000,3.000,75.155,4.755,0.500,2.377,3.000,0.000,4.000,3.131,31
mbpp_327,mbpp,pass,0,,0,,0,2.000,3.000,81.889,39.000,1.500,58.500,1.000,0.000,0.000,3.276,16.912,37.788,28.571,36.037,89.655,84.156,91.069,5.000,4.000,73.074,39.000,1.500,58.500,3.000,0.000,0.000,3.646,31
mbpp_328,mbpp,fail,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,3.613,23.562,39.394,41.667,28.428,86.275,85.225,92.105,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,0.000,5.567,24
mbpp_329,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,4.098,17.038,39.046,52.941,13.273,59.574,85.059,90.877,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,3.155,25
mbpp_330,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.971,63.797,82.176,100.000,71.213,100.000,96.504,97.440,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.057,31
mbpp_331,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,8.031,12.547,37.686,41.176,4.823,32.258,76.266,88.637,8.000,3.000,67.225,64.529,4.286,276.554,3.000,0.000,0.000,3.336,20
mbpp_332,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.194,8.862,27.844,25.641,8.655,50.704,72.085,85.865,9.000,3.000,70.444,15.510,1.000,15.510,4.000,0.000,1.000,1.947,25
mbpp_333,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.806,39.189,51.613,53.846,32.781,82.927,87.245,93.168,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.536,22
mbpp_334,mbpp,pass,0,,0,,0,2.000,3.000,79.748,78.869,2.500,197.173,1.000,0.000,0.000,3.185,43.358,45.694,73.171,43.664,82.927,90.456,92.618,5.000,4.000,70.933,78.869,2.500,197.173,3.000,0.000,0.000,2.901,40
mbpp_335,mbpp,fail,0,,0,,0,2.000,1.000,80.444,68.532,2.400,164.478,0.000,0.000,0.000,7.630,47.024,55.367,73.333,24.175,83.077,91.305,93.103,3.000,1.000,76.603,68.532,2.400,164.478,0.000,0.000,0.000,6.385,33
mbpp_336,mbpp,pass,1,magic_number,1,magic_number,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,10.313,36.544,54.742,38.095,32.476,75.000,87.250,91.852,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,0.000,4.798,20
mbpp_337,mbpp,fail,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.833,70.110,88.208,83.333,79.867,100.000,91.063,96.096,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,5.134,50
mbpp_338,mbpp,pass,0,,0,,0,8.000,4.000,67.876,49.829,2.143,106.776,6.000,0.000,2.000,3.063,34.388,44.828,69.048,28.599,68.750,86.836,92.671,10.000,5.000,64.880,66.608,1.800,119.894,6.000,0.000,4.000,2.942,73
mbpp_339,mbpp,fail,0,,0,,0,6.000,4.000,69.632,68.532,2.400,164.478,4.000,0.000,2.000,1.873,10.216,38.252,23.256,31.237,41.667,78.564,90.845,4.000,2.000,81.856,4.755,0.500,2.377,1.000,0.000,0.000,5.902,68
mbpp_340,mbpp,pass,0,,0,,0,3.000,3.000,100.000,4.755,0.500,2.377,0.000,66.667,2.000,3.373,29.224,50.664,37.288,24.294,78.689,83.998,88.636,2.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,2.000,4.253,64
mbpp_341,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.541,64.499,78.466,80.000,23.395,77.419,94.202,95.992,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.986,17
mbpp_342,mbpp,fail,0,,0,,0,4.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,2.000,3.032,1.276,15.030,10.843,4.424,25.589,62.676,84.915,26.000,9.000,54.026,105.486,3.273,345.227,6.000,0.000,7.000,1.798,75
mbpp_343,mbpp,pass,0,,0,,0,2.000,5.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.957,24.689,41.897,35.294,11.706,51.111,79.115,86.173,10.000,4.000,70.092,12.000,0.667,8.000,5.000,0.000,2.000,3.097,37
mbpp_344,mbpp,fail,0,,0,,0,6.000,3.000,99.581,53.774,2.500,134.436,3.000,50.000,1.000,2.887,9.361,31.102,21.875,25.982,51.429,72.095,86.608,2.000,1.000,82.234,38.039,1.143,43.473,0.000,0.000,1.000,6.334,90
mbpp_345,mbpp,pass,0,,0,,0,2.000,2.000,83.344,25.266,1.200,30.319,0.000,0.000,2.000,3.399,28.765,53.194,45.714,16.138,56.410,88.085,92.584,3.000,2.000,79.142,11.610,1.000,11.610,0.000,0.000,1.000,4.140,35
mbpp_346,mbpp,fail,0,,0,,0,5.000,2.000,72.598,49.829,3.333,166.096,2.000,0.000,0.000,3.294,19.700,33.873,60.465,20.777,53.488,85.335,86.218,6.000,4.000,68.941,86.039,4.000,344.156,4.000,0.000,1.000,2.504,42
mbpp_347,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.948,3.165,30.966,25.806,8.473,36.364,75.982,89.141,6.000,2.000,68.877,96.000,3.636,349.091,1.000,0.000,0.000,3.521,19
mbpp_348,mbpp,fail,0,,0,,0,5.000,2.000,100.000,53.774,2.500,134.436,1.000,60.000,1.000,4.224,13.600,25.809,25.263,9.472,49.275,74.361,83.594,13.000,4.000,60.266,140.182,3.929,550.713,2.000,0.000,2.000,3.174,87
mbpp_349,mbpp,pass,1,magic_number,1,magic_number,0,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,1.000,3.874,2.619,23.286,35.897,10.499,43.077,75.005,87.344,7.000,4.000,69.719,41.209,1.286,52.983,3.000,0.000,1.000,3.238,31
mbpp_350,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,10.995,1.474,20.984,25.532,4.905,19.608,70.579,87.995,10.000,4.000,65.434,55.507,2.222,123.348,4.000,0.000,3.000,2.307,16
