task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
mbpp_42,mbpp,pass,0,,0,,0,9.000,5.000,95.703,27.000,1.800,48.600,4.000,33.333,3.000,2.294,11.333,29.999,23.810,19.417,41.905,72.075,88.180,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,4.931,115
mbpp_43,mbpp,fail,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,28.571,1.000,3.942,44.166,67.354,62.857,44.837,100.000,85.800,92.308,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,3.692,78
mbpp_44,mbpp,pass,0,,0,,0,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,5.547,53.289,64.301,76.923,40.762,71.795,83.726,93.264,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.826,34
mbpp_45,mbpp,fail,0,,0,,0,5.000,2.000,100.000,0.000,0.000,0.000,1.000,60.000,1.000,2.591,9.292,26.246,26.374,15.793,53.333,76.950,87.379,11.000,4.000,72.138,4.755,0.500,2.377,2.000,0.000,3.000,1.866,79
mbpp_46,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,3.929,35.522,45.349,40.000,36.540,72.727,83.389,90.813,5.000,2.000,79.742,4.755,0.500,2.377,2.000,0.000,2.000,4.009,21
mbpp_47,mbpp,fail,0,,0,,0,6.000,2.000,93.838,49.829,3.333,166.096,1.000,116.667,0.000,3.485,5.357,21.535,18.824,15.291,61.111,70.521,87.660,10.000,4.000,63.410,108.000,5.400,583.200,5.000,0.000,1.000,3.750,193
mbpp_48,mbpp,fail,0,,0,,0,6.000,3.000,98.253,53.774,2.500,134.436,3.000,83.333,1.000,4.003,21.552,32.352,32.967,22.644,75.510,76.181,90.036,8.000,3.000,63.903,96.000,6.222,597.333,3.000,0.000,0.000,3.596,113
mbpp_49,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.404,21.465,45.197,38.462,30.086,82.927,85.441,92.658,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.754,23
mbpp_50,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.135,15.158,28.744,44.444,14.008,52.941,85.711,91.695,4.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.259,25
mbpp_51,mbpp,pass,0,,0,,0,2.000,1.000,86.297,10.000,0.500,5.000,0.000,0.000,0.000,4.588,19.430,43.380,32.000,30.655,83.333,82.776,91.301,5.000,2.000,77.482,10.000,0.500,5.000,2.000,0.000,0.000,4.302,23
mbpp_52,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,8.804,26.981,59.502,44.444,25.780,75.862,90.675,93.333,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,0.000,7.425,20
mbpp_53,mbpp,pass,0,,0,,0,2.000,2.000,85.708,11.610,1.000,11.610,1.000,0.000,0.000,4.960,33.864,55.355,62.069,35.508,88.889,90.169,93.250,5.000,2.000,77.028,11.610,1.000,11.610,2.000,0.000,0.000,4.027,31
mbpp_54,mbpp,pass,0,,0,,0,9.000,3.000,91.947,38.039,1.143,43.473,2.000,22.222,4.000,1.787,22.765,29.965,30.088,19.561,64.516,78.756,91.213,14.000,6.000,61.751,59.795,2.571,153.758,7.000,0.000,2.000,1.568,95
mbpp_55,mbpp,pass,0,,0,,0,2.000,1.000,83.109,28.529,1.500,42.794,0.000,0.000,0.000,9.415,51.163,42.341,71.429,18.278,68.000,89.318,93.047,4.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,1.000,6.890,27
mbpp_56,mbpp,pass,0,,0,,0,2.000,1.000,78.515,36.541,2.333,85.263,0.000,0.000,2.000,4.856,9.024,19.824,33.333,10.709,38.636,77.239,86.829,8.000,3.000,66.025,100.078,4.000,400.313,1.000,0.000,1.000,3.159,26
mbpp_57,mbpp,pass,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,4.000,3.493,24.892,38.939,35.484,19.492,70.732,76.563,89.975,6.000,2.000,74.420,15.510,1.000,15.510,1.000,0.000,2.000,2.579,61
mbpp_58,mbpp,pass,0,,0,,0,2.000,4.000,79.658,77.709,3.111,241.762,3.000,0.000,0.000,4.590,24.654,59.337,38.462,29.176,46.809,87.681,92.724,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,14.914,39
mbpp_59,mbpp,fail,0,,0,,0,2.000,1.000,100.000,51.891,2.857,148.261,0.000,50.000,0.000,6.425,35.427,56.084,62.069,31.699,81.818,86.357,91.154,2.000,1.000,82.402,36.000,1.333,48.000,0.000,0.000,0.000,11.428,41
mbpp_60,mbpp,fail,0,,0,,0,6.000,3.000,70.613,51.891,2.857,148.261,3.000,0.000,2.000,1.980,15.478,28.237,49.438,14.933,56.281,80.462,85.764,13.000,8.000,61.085,85.837,2.917,250.357,11.000,0.000,3.000,2.045,62
mbpp_61,mbpp,pass,0,,0,,0,9.000,4.000,66.637,51.891,1.875,97.297,6.000,0.000,2.000,2.397,31.095,40.092,53.165,19.353,58.537,84.657,92.606,10.000,2.000,62.926,102.799,1.500,154.198,1.000,0.000,3.000,2.726,71
mbpp_62,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.957,59.230,75.545,71.429,55.103,100.000,92.210,93.631,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,8.728,15
mbpp_63,mbpp,pass,0,,0,,0,3.000,2.000,100.000,4.755,0.500,2.377,0.000,66.667,2.000,3.168,23.215,39.632,41.379,38.494,89.855,81.052,90.192,4.000,2.000,81.856,4.755,0.500,2.377,0.000,0.000,2.000,4.201,61
mbpp_64,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.032,18.028,34.599,47.368,30.648,82.927,82.795,87.331,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,6.822,25
mbpp_65,mbpp,pass,0,,0,,0,8.000,3.000,72.340,12.000,0.667,8.000,5.000,0.000,2.000,1.711,37.905,53.058,62.963,27.003,83.146,87.699,82.874,8.000,3.000,70.076,25.266,1.200,30.319,5.000,0.000,2.000,1.923,50
mbpp_66,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.859,12.521,29.647,41.176,10.076,59.574,83.761,90.213,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,3.289,25
mbpp_67,mbpp,fail,0,,0,,0,5.000,3.000,73.284,38.039,3.200,121.725,3.000,0.000,4.000,3.269,8.025,22.299,30.588,12.463,17.989,80.249,88.342,8.000,5.000,65.944,90.000,3.333,300.000,3.000,0.000,1.000,1.911,51
mbpp_68,mbpp,pass,0,,0,,0,8.000,5.000,67.510,53.774,2.500,134.436,5.000,0.000,2.000,2.027,20.889,34.439,39.394,23.402,58.667,83.162,89.557,3.000,4.000,79.493,82.045,3.500,287.156,1.000,0.000,3.000,2.120,69
mbpp_69,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,2.786,0.133,13.988,12.987,3.319,22.667,69.110,81.482,17.000,9.000,57.106,131.770,3.125,411.780,18.000,0.000,2.000,1.845,26
mbpp_70,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,2.000,5.110,13.439,43.413,45.000,17.499,50.000,82.129,89.092,12.000,5.000,67.584,15.510,1.000,15.510,5.000,0.000,2.000,3.045,50
mbpp_71,mbpp,pass,0,,0,,0,11.000,7.000,61.102,150.117,6.000,900.704,9.000,0.000,4.000,2.001,16.967,32.595,35.000,24.864,74.830,81.280,93.228,15.000,5.000,59.114,120.000,4.545,545.455,7.000,0.000,3.000,2.227,121
mbpp_72,mbpp,pass,1,magic_number,1,magic_number,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,28.515,53.349,53.783,70.000,37.166,80.000,89.018,93.483,4.000,2.000,78.261,15.510,1.000,15.510,1.000,0.000,0.000,8.154,21
mbpp_73,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.960,49.103,75.059,83.333,59.973,100.000,87.852,93.992,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.856,26
mbpp_74,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.646,0.284,16.260,18.367,8.795,22.026,67.096,84.371,21.000,8.000,57.148,70.324,2.182,153.434,11.000,0.000,7.000,2.042,31
mbpp_75,mbpp,pass,0,,0,,0,3.000,4.000,80.717,15.510,1.000,15.510,0.000,0.000,2.000,3.920,30.439,50.367,64.000,46.205,100.000,89.119,94.191,3.000,4.000,80.717,15.510,1.000,15.510,0.000,0.000,2.000,7.088,43
mbpp_76,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.948,0.940,25.578,22.222,7.608,28.571,75.238,88.335,6.000,2.000,67.116,171.300,4.062,695.908,1.000,0.000,0.000,3.404,19
mbpp_77,mbpp,fail,0,,0,,0,11.000,3.000,63.150,91.377,6.000,548.259,4.000,0.000,0.000,2.143,13.389,36.689,28.571,36.680,33.333,76.252,87.617,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,11.077,81
mbpp_78,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,10.531,17.546,47.038,57.143,9.353,44.737,84.482,91.035,8.000,3.000,66.253,88.811,3.556,315.771,2.000,0.000,2.000,4.148,28
mbpp_79,mbpp,pass,0,,0,,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,1.000,5.488,22.540,38.683,53.333,11.898,60.000,78.584,88.511,7.000,3.000,72.825,15.510,1.000,15.510,4.000,0.000,2.000,3.730,22
mbpp_80,mbpp,fail,0,,0,,0,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,0.000,3.713,74.478,87.992,83.333,66.054,94.118,94.361,96.059,2.000,1.000,81.290,51.891,1.875,97.297,0.000,0.000,0.000,4.855,38
mbpp_81,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.991,4.241,24.223,22.222,8.381,43.750,83.501,90.039,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,3.000,3.290,24
mbpp_82,mbpp,pass,0,,0,,0,3.000,1.000,78.250,39.863,1.714,68.337,0.000,0.000,0.000,3.593,54.376,65.718,62.069,27.673,68.966,89.935,93.175,4.000,1.000,74.846,49.829,1.250,62.286,0.000,0.000,0.000,4.060,28
mbpp_83,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.586,2.038,17.200,20.833,4.317,32.990,71.665,87.671,9.000,3.000,64.972,93.765,2.909,272.772,3.000,0.000,4.000,2.673,21
mbpp_84,mbpp,fail,0,,0,,0,8.000,3.000,70.327,23.265,1.500,34.897,4.000,0.000,1.000,2.049,20.488,33.203,45.833,23.512,46.154,79.671,82.645,5.000,3.000,71.208,75.284,3.500,263.495,4.000,0.000,1.000,3.923,62
mbpp_85,mbpp,pass,0,,0,,0,3.000,1.000,79.435,27.000,1.000,27.000,0.000,0.000,0.000,5.657,49.724,61.048,61.538,27.830,70.833,89.828,93.215,4.000,1.000,77.163,23.265,0.600,13.959,0.000,0.000,0.000,4.678,27
mbpp_86,mbpp,fail,0,,0,,0,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,6.979,65.958,83.258,85.714,36.980,75.676,94.502,96.164,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,9.774,24
mbpp_87,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,2.834,33.095,47.349,60.606,15.244,60.465,87.331,92.056,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.970,34
mbpp_88,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.900,17.798,28.614,35.714,24.314,66.667,80.472,89.098,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.700,25
mbpp_89,mbpp,pass,0,,0,,0,2.000,2.000,85.608,12.000,2.000,24.000,1.000,0.000,0.000,7.820,29.550,65.207,73.684,34.207,74.074,88.708,92.651,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,15.903,25
mbpp_90,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.803,11.590,28.087,42.424,12.610,53.333,80.071,89.480,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,2.385,21
mbpp_91,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,4.488,31.551,47.940,64.706,48.953,86.957,87.458,92.719,4.000,3.000,81.722,4.755,0.500,2.377,1.000,0.000,1.000,3.152,24
mbpp_92,mbpp,fail,1,magic_number,1,magic_number,0,9.000,4.000,91.670,39.863,2.667,106.302,4.000,22.222,3.000,2.528,20.319,52.956,50.000,34.204,61.261,79.420,84.400,7.000,4.000,71.005,27.000,1.800,48.600,4.000,0.000,2.000,2.785,98
mbpp_93,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,3.703,7.573,25.506,42.424,11.459,38.596,79.678,84.977,9.000,4.000,67.070,45.000,3.000,135.000,5.000,0.000,1.000,1.702,17
mbpp_94,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,66.667,1.000,4.007,14.142,32.377,26.415,17.221,76.923,74.143,87.288,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.951,58
mbpp_95,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.252,54.334,58.594,71.429,21.182,83.721,91.369,94.063,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.068,23
mbpp_96,mbpp,pass,0,,0,,0,6.000,3.000,71.557,38.039,2.000,76.078,3.000,0.000,1.000,1.737,41.582,48.950,63.636,24.163,65.854,88.459,91.854,4.000,4.000,76.866,22.459,1.875,42.110,1.000,0.000,2.000,3.366,47
mbpp_97,mbpp,pass,0,,0,,0,9.000,4.000,70.310,15.510,1.000,15.510,7.000,0.000,0.000,1.688,23.052,44.233,41.558,17.596,73.684,82.152,94.045,11.000,5.000,68.274,15.510,1.000,15.510,4.000,0.000,1.000,2.176,64
mbpp_98,mbpp,fail,0,,0,,0,2.000,2.000,82.974,28.529,1.500,42.794,0.000,0.000,4.000,2.913,13.188,32.630,32.432,17.499,40.000,79.830,88.096,5.000,2.000,76.473,13.932,1.333,18.575,1.000,0.000,1.000,4.151,41
mbpp_99,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.041,56.175,69.900,84.211,51.643,75.862,90.406,93.782,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.156,18
mbpp_100,mbpp,pass,0,,0,,0,5.000,2.000,73.175,41.209,3.200,131.869,1.000,0.000,1.000,3.042,30.866,42.550,40.909,19.724,65.169,82.727,92.683,6.000,3.000,73.159,22.459,1.875,42.110,3.000,0.000,2.000,3.165,42
mbpp_101,mbpp,fail,0,,0,,0,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,1.000,3.049,7.362,33.162,43.137,16.933,34.783,84.286,91.192,6.000,4.000,68.758,91.377,3.200,292.405,6.000,0.000,1.000,2.003,26
mbpp_102,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,1.000,0.000,3.000,2.743,62.741,71.177,64.706,49.338,96.429,90.697,94.515,3.000,3.000,84.447,4.755,0.500,2.377,1.000,0.000,3.000,3.482,31
mbpp_103,mbpp,fail,0,,0,,0,8.000,5.000,64.449,147.149,6.545,963.155,5.000,0.000,1.000,2.404,65.443,74.074,86.111,60.884,89.041,94.056,89.891,6.000,4.000,67.248,150.117,6.000,900.704,4.000,0.000,1.000,2.863,86
mbpp_104,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.571,13.027,40.804,38.710,8.854,65.217,85.566,91.722,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.506,23
mbpp_105,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.148,51.424,70.100,76.923,48.965,85.714,90.852,94.968,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.773,15
mbpp_106,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.039,10.128,31.718,41.667,15.961,62.857,83.615,91.037,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,6.191,18
mbpp_107,mbpp,fail,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,4.000,3.470,6.676,27.962,32.787,10.835,43.478,72.990,85.396,12.000,7.000,60.434,142.624,7.333,1045.907,12.000,0.000,1.000,2.853,39
mbpp_108,mbpp,pass,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,2.000,4.467,23.570,40.323,40.816,15.888,60.526,80.280,87.735,7.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,2.098,40
mbpp_109,mbpp,fail,0,,0,,0,3.000,1.000,100.000,27.000,1.800,48.600,0.000,66.667,1.000,5.227,24.109,47.845,42.857,16.032,54.286,79.026,89.878,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,1.000,3.623,64
mbpp_110,mbpp,fail,0,,0,,0,10.000,4.000,66.583,38.039,3.200,121.725,4.000,0.000,2.000,2.324,14.147,32.140,24.176,29.352,56.209,76.095,91.348,9.000,4.000,70.636,13.932,1.333,18.575,5.000,0.000,1.000,2.926,90
mbpp_111,mbpp,fail,0,,0,,0,4.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,2.000,3.150,16.407,43.189,35.088,16.789,68.852,78.239,89.858,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,5.367,67
mbpp_112,mbpp,pass,0,,0,,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,5.435,61.281,63.754,75.000,52.594,100.000,91.412,94.877,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,6.922,21
mbpp_113,mbpp,pass,0,,0,,0,6.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,1.000,1.928,0.804,19.509,22.222,8.522,27.778,72.830,88.068,12.000,7.000,64.224,53.774,1.667,89.624,5.000,0.000,4.000,2.788,29
mbpp_114,mbpp,fail,0,,0,,0,8.000,4.000,71.425,15.510,1.000,15.510,4.000,0.000,0.000,1.723,10.966,27.925,26.667,10.923,40.860,74.392,84.717,4.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,6.755,72
mbpp_115,mbpp,pass,0,,0,,0,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,1.000,10.010,39.474,50.050,64.286,33.816,82.927,90.209,90.771,3.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,1.000,19.419,21
mbpp_116,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,2.752,60.040,59.429,66.667,22.840,83.721,91.448,95.652,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.414,23
mbpp_117,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.813,5.845,19.982,23.077,11.243,30.000,74.689,87.411,11.000,4.000,100.000,0.000,0.000,0.000,7.000,0.000,4.000,2.638,27
mbpp_118,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.573,31.112,47.031,52.632,12.906,62.069,88.721,93.081,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.794,16
mbpp_119,mbpp,fail,0,,0,,0,12.000,6.000,80.903,237.744,8.250,1961.391,7.000,16.667,0.000,1.733,6.815,24.227,17.582,25.923,36.842,65.702,88.277,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.897,148
mbpp_120,mbpp,pass,0,,0,,0,4.000,2.000,100.000,4.755,0.500,2.377,0.000,50.000,1.000,3.326,14.168,35.582,25.397,19.106,78.788,80.910,91.286,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,5.569,68
mbpp_121,mbpp,fail,0,,0,,0,14.000,5.000,59.767,120.000,3.333,400.000,9.000,0.000,2.000,1.636,11.039,31.431,26.531,20.018,37.433,76.990,89.467,7.000,7.000,66.415,172.877,5.786,1000.218,6.000,0.000,1.000,2.457,108
mbpp_122,mbpp,fail,0,,0,,0,9.000,6.000,92.117,84.000,3.182,267.273,7.000,33.333,3.000,3.818,10.913,21.427,19.417,8.916,37.037,70.026,81.192,15.000,5.000,59.308,112.588,3.462,389.728,10.000,0.000,3.000,2.574,105
mbpp_123,mbpp,pass,0,,0,,0,9.000,3.000,64.360,114.694,3.214,368.659,5.000,0.000,3.000,2.138,21.664,29.173,38.095,24.471,55.967,78.030,91.017,15.000,11.000,57.826,140.554,6.462,908.196,8.000,0.000,5.000,1.971,111
mbpp_124,mbpp,fail,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.422,29.868,60.152,45.161,28.209,55.556,87.049,91.965,5.000,1.000,79.877,4.755,0.500,2.377,0.000,0.000,2.000,4.446,27
mbpp_125,mbpp,fail,1,magic_number,1,magic_number,0,14.000,4.000,62.451,51.891,2.857,148.261,6.000,0.000,1.000,1.835,29.067,42.416,48.980,34.454,61.871,82.802,85.296,9.000,5.000,67.569,36.541,2.333,85.263,6.000,0.000,2.000,2.375,103
mbpp_126,mbpp,fail,0,,0,,0,6.000,4.000,98.111,82.045,2.545,208.841,4.000,66.667,2.000,2.212,34.489,45.566,55.914,55.399,97.248,77.449,90.574,6.000,4.000,69.719,66.608,2.667,177.621,4.000,0.000,2.000,2.132,117
mbpp_127,mbpp,pass,0,,0,,0,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,1.000,2.749,6.921,24.633,21.739,11.178,44.444,75.977,89.839,9.000,4.000,65.918,65.729,5.000,328.646,5.000,0.000,1.000,1.786,34
mbpp_128,mbpp,fail,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.872,14.378,32.958,50.000,15.765,58.824,80.847,89.503,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,3.000,3.303,27
mbpp_129,mbpp,fail,1,magic_number,1,magic_number,0,11.000,12.000,86.403,142.624,1.941,276.858,8.000,27.273,4.000,1.841,26.432,39.853,38.889,23.358,46.201,80.045,89.706,17.000,7.000,60.012,55.351,2.857,158.145,4.000,0.000,6.000,2.285,153
mbpp_130,mbpp,pass,0,,0,,0,5.000,1.000,100.000,0.000,0.000,0.000,0.000,40.000,2.000,2.607,9.729,33.470,28.571,16.919,65.909,75.536,88.936,7.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,3.000,2.396,69
mbpp_131,mbpp,pass,0,,0,,0,14.000,4.000,61.022,83.026,4.571,379.549,5.000,0.000,3.000,1.394,7.889,29.202,26.804,14.163,29.474,77.019,78.247,13.000,5.000,61.864,60.229,3.000,180.686,7.000,0.000,0.000,1.667,122
mbpp_132,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.417,38.246,64.669,50.000,22.039,74.074,92.813,94.122,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.316,18
mbpp_133,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,4.313,43.106,52.111,62.069,24.127,80.000,91.530,91.051,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,3.000,4.098,27
mbpp_134,mbpp,fail,0,,0,,0,4.000,5.000,100.000,76.147,4.875,371.217,4.000,50.000,1.000,4.026,21.263,36.483,38.095,21.306,47.788,78.268,89.967,10.000,4.000,66.441,39.863,1.714,68.337,5.000,0.000,1.000,2.747,94
mbpp_135,mbpp,pass,0,,0,,0,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,6.800,100.000,100.000,100.000,59.809,100.000,95.840,95.554,2.000,1.000,83.478,25.266,1.200,30.319,0.000,0.000,0.000,9.225,23
mbpp_136,mbpp,fail,1,magic_number,1,magic_number,0,7.000,3.000,66.923,108.000,3.000,324.000,3.000,0.000,0.000,3.929,15.260,31.058,41.975,11.550,52.903,82.459,88.975,15.000,4.000,57.109,242.499,3.864,936.929,4.000,0.000,0.000,3.703,86
mbpp_137,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,6.356,6.437,23.467,20.513,6.403,30.769,74.416,87.872,10.000,3.000,67.760,27.000,1.800,48.600,4.000,0.000,2.000,3.117,21
mbpp_138,mbpp,fail,0,,0,,0,2.000,1.000,83.276,27.000,1.800,48.600,0.000,0.000,0.000,6.572,55.729,56.477,66.667,30.895,64.706,85.304,92.027,5.000,2.000,76.147,15.510,1.000,15.510,2.000,0.000,0.000,3.969,30
mbpp_139,mbpp,fail,0,,0,,0,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,3.136,27.098,48.637,36.364,17.786,61.111,86.740,90.754,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,4.982,26
mbpp_140,mbpp,fail,0,,0,,0,5.000,2.000,100.000,0.000,0.000,0.000,1.000,80.000,3.000,2.725,12.941,34.258,25.581,17.963,63.415,73.676,89.278,9.000,4.000,71.190,11.610,1.000,11.610,6.000,0.000,3.000,3.333,88
mbpp_141,mbpp,pass,0,,0,,0,8.000,2.000,94.521,44.918,6.667,299.451,1.000,50.000,3.000,2.400,16.715,31.254,33.043,23.422,79.188,77.027,90.551,8.000,2.000,63.840,76.107,4.000,304.430,1.000,0.000,3.000,2.154,133
mbpp_142,mbpp,pass,0,,0,,0,2.000,4.000,82.873,27.000,1.000,27.000,1.000,0.000,3.000,2.598,29.570,54.522,51.064,15.236,45.833,87.381,91.690,3.000,2.000,82.321,10.000,0.500,5.000,0.000,0.000,2.000,5.138,51
mbpp_143,mbpp,fail,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.586,34.178,52.571,41.379,23.462,51.163,80.789,86.725,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,2.000,4.778,26
mbpp_144,mbpp,fail,0,,0,,0,6.000,2.000,70.084,64.529,2.000,129.059,1.000,0.000,2.000,2.409,41.149,58.194,77.778,38.982,68.908,90.026,94.479,5.000,2.000,70.551,97.672,2.909,284.137,1.000,0.000,1.000,3.708,59
