task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
HumanEval_0,humaneval,pass,0,,0,,2,9.000,4.000,91.368,28.529,1.500,42.794,6.000,33.333,5.000,24.230,42.614,50.980,32.081,58.716,9.000,5.000,95.606,28.529,1.500,42.794,10.000,0.000,2.000,273
HumanEval_1,humaneval,pass,1,magic_number,1,magic_number,0,15.000,5.000,60.029,72.648,2.625,190.701,7.000,0.000,4.000,30.278,41.757,39.080,22.896,67.027,16.000,5.000,89.399,47.549,2.500,118.872,7.000,0.000,3.000,232
HumanEval_2,humaneval,pass,0,,0,,0,2.000,1.000,65.110,4.755,0.500,2.377,0.000,0.000,1.000,13.135,62.458,50.000,33.948,55.556,2.000,1.000,65.110,4.755,0.500,2.377,0.000,0.000,0.000,146
HumanEval_3,humaneval,pass,0,,0,,0,8.000,3.000,71.886,13.932,1.333,18.575,3.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,8.000,3.000,96.413,13.932,1.333,18.575,3.000,0.000,0.000,119
HumanEval_4,humaneval,pass,0,,0,,0,4.000,2.000,76.575,27.000,1.000,27.000,0.000,0.000,3.000,100.000,100.000,100.000,100.000,100.000,4.000,2.000,80.592,27.000,1.000,27.000,0.000,0.000,3.000,130
HumanEval_5,humaneval,pass,0,,0,,0,8.000,3.000,98.955,15.510,1.000,15.510,3.000,0.000,3.000,32.149,59.602,52.381,31.373,63.551,10.000,3.000,98.546,12.000,1.500,18.000,2.000,0.000,1.000,226
HumanEval_6,humaneval,pass,1,magic_number,1,magic_number,0,15.000,6.000,61.652,49.829,3.333,166.096,11.000,0.000,2.000,24.305,31.412,32.500,18.192,64.706,13.000,3.000,93.626,25.266,2.250,56.849,10.000,0.000,3.000,239
HumanEval_7,humaneval,pass,0,,0,,0,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,0.000,38.827,68.499,70.000,72.057,100.000,3.000,3.000,87.852,4.755,0.500,2.377,0.000,0.000,0.000,89
HumanEval_8,humaneval,pass,0,,0,,0,8.000,2.000,72.021,13.932,1.333,18.575,1.000,0.000,0.000,23.678,41.668,46.154,54.206,100.000,8.000,2.000,98.193,13.932,1.333,18.575,1.000,0.000,0.000,148
HumanEval_9,humaneval,fail,1,dead_code,1,dead_code,0,10.000,3.000,73.041,4.755,0.500,2.377,3.000,0.000,1.000,6.729,24.150,36.667,18.903,65.347,11.000,3.000,100.000,4.755,0.500,2.377,4.000,0.000,2.000,219
