task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
mbpp_429,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,14.625,32.834,36.842,24.765,89.231,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,44
mbpp_472,mbpp,pass,0,,0,,0,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,5.000,100.000,100.000,100.000,80.675,100.000,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,5.000,44
mbpp_482,mbpp,pass,0,,0,,0,3.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,1.000,36.568,56.380,63.158,33.306,71.429,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,50
HumanEval_49,humaneval,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.198,13.305,22.222,25.500,31.579,5.000,2.000,72.420,15.510,1.000,15.510,1.000,0.000,1.000,31
mbpp_298,mbpp,pass,0,,0,,0,2.000,4.000,88.154,4.755,0.500,2.377,0.000,0.000,0.000,48.713,61.561,66.667,39.185,87.719,3.000,4.000,84.313,4.755,0.500,2.377,0.000,0.000,0.000,48
HumanEval_48,humaneval,pass,0,,0,,0,2.000,1.000,82.002,11.610,1.000,11.610,0.000,0.000,0.000,1.811,15.354,27.273,2.957,29.091,5.000,3.000,74.592,27.000,1.000,27.000,3.000,0.000,2.000,30
HumanEval_110,humaneval,pass,0,,0,,0,4.000,6.000,74.051,51.891,2.857,148.261,1.000,0.000,1.000,13.401,36.441,50.000,16.289,46.847,12.000,6.000,87.395,75.284,3.500,263.495,7.000,0.000,0.000,99
mbpp_382,mbpp,pass,0,,0,,0,15.000,6.000,56.959,233.183,4.174,973.286,8.000,0.000,1.000,38.240,46.818,49.231,54.031,95.044,15.000,7.000,56.409,267.353,5.600,1497.176,8.000,0.000,1.000,217
HumanEval_78,humaneval,pass,1,magic_number,1,magic_number,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,1.089,12.468,27.778,7.792,28.125,7.000,3.000,69.004,15.510,1.000,15.510,3.000,0.000,2.000,36
mbpp_233,mbpp,pass,0,,0,,0,2.000,1.000,83.478,25.266,0.500,12.633,0.000,0.000,0.000,72.079,59.398,83.333,24.529,82.927,3.000,1.000,79.637,25.266,0.500,12.633,0.000,0.000,0.000,41
